acct,utc_date,num_courses_visited,total_minutes_visited,lessons_completed,projects_completed
670,2015/1/25,0,0 ,0,0
670,2015/1/26,0,0 ,0,0
670,2015/1/27,0,0 ,0,0
670,2015/1/28,0,0 ,0,0
670,2015/1/29,0,0 ,0,0
670,2015/1/30,0,0 ,0,0
670,2015/1/31,0,0 ,0,0
670,2015/2/1,0,0 ,0,0
670,2015/2/2,0,0 ,0,0
670,2015/2/3,0,0 ,0,0
670,2015/2/4,0,0 ,0,0
670,2015/2/5,0,0 ,0,0
670,2015/2/6,0,0 ,0,0
670,2015/2/7,0,0 ,0,0
670,2015/2/8,0,0 ,0,0
670,2015/2/9,0,0 ,0,0
670,2015/2/10,0,0 ,0,0
670,2015/2/11,0,0 ,0,0
670,2015/2/12,0,0 ,0,0
670,2015/2/13,0,0 ,0,0
670,2015/2/14,0,0 ,0,0
670,2015/2/15,0,0 ,0,0
670,2015/2/16,0,0 ,0,0
670,2015/2/17,0,0 ,0,0
670,2015/2/18,0,0 ,0,0
670,2015/2/19,0,0 ,0,0
670,2015/2/20,0,0 ,0,0
670,2015/2/21,0,0 ,0,0
670,2015/2/22,0,0 ,0,0
670,2015/2/23,0,0 ,0,0
670,2015/2/24,0,0 ,0,0
670,2015/2/25,1,20 ,0,0
670,2015/2/26,0,0 ,0,0
670,2015/2/27,0,0 ,0,0
670,2015/2/28,0,0 ,0,0
670,2015/3/1,0,0 ,0,0
670,2015/3/2,0,0 ,0,0
670,2015/3/3,0,0 ,0,0
670,2015/3/4,0,0 ,0,0
670,2015/3/5,0,0 ,0,0
670,2015/3/6,0,0 ,0,0
670,2015/3/7,0,0 ,0,0
670,2015/3/8,0,0 ,0,0
670,2015/3/9,2,58 ,0,0
670,2015/3/10,1,2 ,0,0
670,2015/3/11,1,38 ,1,0
670,2015/3/12,1,4 ,0,0
670,2015/3/13,0,0 ,0,0
670,2015/3/14,0,0 ,0,0
670,2015/3/15,0,0 ,0,0
670,2015/3/16,0,0 ,0,0
670,2015/3/17,0,0 ,0,0
670,2015/3/18,0,0 ,0,0
670,2015/3/19,0,0 ,0,0
670,2015/3/20,0,0 ,0,0
670,2015/3/21,0,0 ,0,0
670,2015/3/22,0,0 ,0,0
670,2015/3/23,0,0 ,0,0
670,2015/3/24,0,0 ,0,0
670,2015/3/25,0,0 ,0,0
670,2015/3/26,0,0 ,0,0
670,2015/3/27,0,0 ,0,0
670,2015/3/28,0,0 ,0,0
670,2015/3/29,0,0 ,0,0
670,2015/3/30,0,0 ,0,0
670,2015/3/31,0,0 ,0,0
670,2015/4/1,0,0 ,0,0
670,2015/4/2,0,0 ,0,0
670,2015/4/3,0,0 ,0,0
670,2015/4/4,0,0 ,0,0
670,2015/4/5,0,0 ,0,0
670,2015/4/6,0,0 ,0,0
670,2015/4/7,0,0 ,0,0
670,2015/4/8,0,0 ,0,0
670,2015/4/9,0,0 ,0,0
670,2015/4/10,0,0 ,0,0
670,2015/4/11,0,0 ,0,0
670,2015/4/12,0,0 ,0,0
670,2015/4/13,0,0 ,0,0
670,2015/4/14,0,0 ,0,0
671,2014/12/9,2,84 ,0,0
671,2014/12/10,0,0 ,0,0
671,2014/12/11,1,26 ,0,0
671,2014/12/12,0,0 ,0,0
671,2014/12/13,0,0 ,0,0
671,2014/12/14,0,0 ,0,0
671,2014/12/15,1,5 ,0,0
671,2014/12/16,1,47 ,0,0
671,2014/12/17,0,0 ,0,0
671,2014/12/18,0,0 ,0,0
671,2014/12/19,0,0 ,0,0
671,2014/12/20,1,26 ,0,0
671,2014/12/21,1,32 ,0,0
671,2014/12/22,1,132 ,1,0
671,2014/12/23,0,0 ,0,0
671,2014/12/24,0,0 ,0,0
671,2014/12/25,0,0 ,0,0
671,2014/12/26,0,0 ,0,0
671,2014/12/27,0,0 ,0,0
671,2014/12/28,0,0 ,0,0
671,2014/12/29,1,119 ,1,0
671,2014/12/30,1,3 ,0,0
671,2014/12/31,1,24 ,0,0
671,2015/1/1,0,0 ,0,0
671,2015/1/2,0,0 ,0,0
671,2015/1/3,0,0 ,0,0
671,2015/1/4,1,82 ,0,0
671,2015/1/5,1,60 ,0,0
671,2015/1/6,0,0 ,0,0
671,2015/1/7,0,0 ,0,0
671,2015/1/8,0,0 ,0,0
671,2015/1/9,0,0 ,0,0
671,2015/1/10,0,0 ,0,0
671,2015/1/11,0,0 ,0,0
671,2015/1/12,0,0 ,0,0
671,2015/1/13,1,6 ,0,0
671,2015/1/14,0,0 ,0,0
671,2015/1/15,0,0 ,0,0
671,2015/1/16,0,0 ,0,0
671,2015/1/17,0,0 ,0,0
671,2015/1/18,0,0 ,0,0
671,2015/1/19,0,0 ,0,0
671,2015/1/20,0,0 ,0,0
671,2015/1/21,0,0 ,0,0
671,2015/1/22,0,0 ,0,0
671,2015/1/23,0,0 ,0,0
671,2015/1/24,0,0 ,0,0
671,2015/1/25,0,0 ,0,0
671,2015/1/26,0,0 ,0,0
671,2015/1/27,0,0 ,0,0
671,2015/1/28,0,0 ,0,0
671,2015/1/29,0,0 ,0,0
671,2015/1/30,0,0 ,0,0
671,2015/1/31,0,0 ,0,0
671,2015/2/1,0,0 ,0,0
671,2015/2/2,0,0 ,0,0
672,2014/11/14,0,0 ,0,0
672,2014/11/15,0,0 ,0,0
672,2014/11/16,0,0 ,0,0
672,2014/11/17,1,33 ,0,0
672,2014/11/18,0,0 ,0,0
672,2014/11/19,0,0 ,0,0
672,2014/11/20,0,0 ,0,0
672,2014/11/21,0,0 ,0,0
672,2014/11/22,0,0 ,0,0
672,2014/11/23,0,0 ,0,0
672,2014/11/24,0,0 ,0,0
672,2014/11/25,0,0 ,0,0
672,2014/11/26,0,0 ,0,0
672,2014/11/27,0,0 ,0,0
672,2014/11/28,0,0 ,0,0
672,2014/11/29,0,0 ,0,0
672,2014/11/30,0,0 ,0,0
672,2014/12/1,0,0 ,0,0
672,2014/12/2,0,0 ,0,0
672,2014/12/3,0,0 ,0,0
672,2014/12/4,1,23 ,0,0
672,2014/12/5,0,0 ,0,0
672,2014/12/6,0,0 ,0,0
672,2014/12/7,0,0 ,0,0
672,2014/12/8,0,0 ,0,0
672,2014/12/9,1,143 ,1,0
672,2014/12/10,0,0 ,0,0
672,2014/12/11,0,0 ,0,0
672,2014/12/12,0,0 ,0,0
672,2014/12/13,0,0 ,0,0
672,2014/12/14,0,0 ,0,0
672,2014/12/15,0,0 ,0,0
672,2014/12/16,0,0 ,0,0
672,2014/12/17,1,31 ,1,0
672,2014/12/18,0,0 ,0,0
672,2014/12/19,0,0 ,0,0
672,2014/12/20,0,0 ,0,0
672,2014/12/21,0,0 ,0,0
672,2014/12/22,0,0 ,0,0
672,2014/12/23,0,0 ,0,0
672,2014/12/24,0,0 ,0,0
672,2014/12/25,0,0 ,0,0
672,2014/12/26,0,0 ,0,0
672,2014/12/27,0,0 ,0,0
672,2014/12/28,0,0 ,0,0
672,2014/12/29,0,0 ,0,0
672,2014/12/30,0,0 ,0,0
672,2014/12/31,0,0 ,0,0
672,2015/1/1,0,0 ,0,0
672,2015/1/2,0,0 ,0,0
672,2015/1/3,0,0 ,0,0
672,2015/1/4,0,0 ,0,0
672,2015/1/5,0,0 ,0,0
672,2015/1/6,0,0 ,0,0
672,2015/1/7,0,0 ,0,0
672,2015/1/8,0,0 ,0,0
672,2015/1/9,1,211 ,1,0
672,2015/1/10,0,0 ,0,0
672,2015/1/11,0,0 ,0,0
672,2015/1/12,0,0 ,0,0
672,2015/1/13,0,0 ,0,0
672,2015/1/14,0,0 ,0,0
672,2015/1/15,0,0 ,0,0
672,2015/1/16,0,0 ,0,0
672,2015/1/17,0,0 ,0,0
672,2015/1/18,0,0 ,0,0
672,2015/1/19,0,0 ,0,0
672,2015/1/20,0,0 ,0,0
672,2015/1/21,0,0 ,0,0
672,2015/1/22,0,0 ,0,0
672,2015/1/23,0,0 ,0,0
672,2015/1/24,0,0 ,0,0
672,2015/1/25,0,0 ,0,0
672,2015/1/26,0,0 ,0,0
672,2015/1/27,0,0 ,0,0
672,2015/1/28,0,0 ,0,0
672,2015/1/29,0,0 ,0,0
672,2015/1/30,0,0 ,0,0
672,2015/1/31,0,0 ,0,0
672,2015/2/1,0,0 ,0,0
672,2015/2/2,0,0 ,0,0
672,2015/2/3,0,0 ,0,0
672,2015/2/4,0,0 ,0,0
672,2015/2/5,0,0 ,0,0
672,2015/2/6,0,0 ,0,0
672,2015/2/7,0,0 ,0,0
672,2015/2/8,0,0 ,0,0
672,2015/2/9,0,0 ,0,0
672,2015/2/10,0,0 ,0,0
672,2015/2/11,0,0 ,0,0
672,2015/2/12,1,169 ,1,0
672,2015/2/13,0,0 ,0,0
672,2015/2/14,0,0 ,0,0
672,2015/2/15,0,0 ,0,0
672,2015/2/16,0,0 ,0,0
672,2015/2/17,0,0 ,0,0
672,2015/2/18,0,0 ,0,0
672,2015/2/19,0,0 ,0,0
672,2015/2/20,0,0 ,0,0
672,2015/2/21,0,0 ,0,0
672,2015/2/22,0,0 ,0,0
672,2015/2/23,0,0 ,0,0
672,2015/2/24,0,0 ,0,0
672,2015/2/25,0,0 ,0,0
672,2015/2/26,0,0 ,0,0
672,2015/2/27,0,0 ,0,0
672,2015/2/28,0,0 ,0,0
672,2015/3/1,0,0 ,0,0
672,2015/3/2,0,0 ,0,0
672,2015/3/3,0,0 ,0,0
672,2015/3/4,0,0 ,0,0
672,2015/3/5,1,84 ,0,0
672,2015/3/6,0,0 ,0,0
672,2015/3/7,0,0 ,0,0
672,2015/3/8,0,0 ,0,0
672,2015/3/9,0,0 ,0,0
672,2015/3/10,0,0 ,0,0
672,2015/3/11,0,0 ,0,0
672,2015/3/12,0,0 ,0,0
672,2015/3/13,0,0 ,0,0
672,2015/3/14,0,0 ,0,0
672,2015/3/15,0,0 ,0,0
672,2015/3/16,0,0 ,0,0
672,2015/3/17,0,0 ,0,0
672,2015/3/18,0,0 ,0,0
672,2015/3/19,0,0 ,0,0
672,2015/3/20,0,0 ,0,0
672,2015/3/21,0,0 ,0,0
672,2015/3/22,0,0 ,0,0
672,2015/3/23,0,0 ,0,0
672,2015/3/24,0,0 ,0,0
672,2015/3/25,0,0 ,0,0
672,2015/3/26,0,0 ,0,0
672,2015/3/27,0,0 ,0,0
672,2015/3/28,0,0 ,0,0
672,2015/3/29,0,0 ,0,0
672,2015/3/30,0,0 ,0,0
672,2015/3/31,0,0 ,0,0
672,2015/4/1,0,0 ,0,0
672,2015/4/2,0,0 ,0,0
672,2015/4/3,0,0 ,0,0
672,2015/4/4,0,0 ,0,0
672,2015/4/5,0,0 ,0,0
672,2015/4/6,0,0 ,0,0
672,2015/4/7,0,0 ,0,0
672,2015/4/8,0,0 ,0,0
672,2015/4/9,0,0 ,0,0
672,2015/4/10,0,0 ,0,0
672,2015/4/11,0,0 ,0,0
672,2015/4/12,0,0 ,0,0
672,2015/4/13,0,0 ,0,0
672,2015/4/14,0,0 ,0,0
672,2015/4/15,0,0 ,0,0
672,2015/4/16,0,0 ,0,0
672,2015/4/17,0,0 ,0,0
672,2015/4/18,0,0 ,0,0
672,2015/4/19,0,0 ,0,0
672,2015/4/20,0,0 ,0,0
672,2015/4/21,0,0 ,0,0
672,2015/4/22,0,0 ,0,0
672,2015/4/23,0,0 ,0,0
672,2015/4/24,0,0 ,0,0
672,2015/4/25,0,0 ,0,0
672,2015/4/26,0,0 ,0,0
672,2015/4/27,0,0 ,0,0
672,2015/4/28,0,0 ,0,0
672,2015/4/29,0,0 ,0,0
672,2015/4/30,0,0 ,0,0
672,2015/5/1,0,0 ,0,0
672,2015/5/2,0,0 ,0,0
672,2015/5/3,0,0 ,0,0
672,2015/5/4,0,0 ,0,0
672,2015/5/5,0,0 ,0,0
672,2015/5/6,0,0 ,0,0
672,2015/5/7,0,0 ,0,0
672,2015/5/8,0,0 ,0,0
672,2015/5/9,0,0 ,0,0
672,2015/5/10,0,0 ,0,0
672,2015/5/11,0,0 ,0,0
672,2015/5/12,0,0 ,0,0
672,2015/5/13,0,0 ,0,0
672,2015/5/14,0,0 ,0,0
672,2015/5/15,0,0 ,0,0
672,2015/5/16,0,0 ,0,0
672,2015/5/17,0,0 ,0,0
672,2015/5/18,0,0 ,0,0
672,2015/5/19,0,0 ,0,0
672,2015/5/20,0,0 ,0,0
672,2015/5/21,0,0 ,0,0
672,2015/5/22,0,0 ,0,0
672,2015/5/23,0,0 ,0,0
672,2015/5/24,0,0 ,0,0
672,2015/5/25,0,0 ,0,0
672,2015/5/26,0,0 ,0,0
672,2015/5/27,0,0 ,0,0
672,2015/5/28,0,0 ,0,0
672,2015/5/29,0,0 ,0,0
672,2015/5/30,0,0 ,0,0
672,2015/5/31,0,0 ,0,0
672,2015/6/1,0,0 ,0,0
672,2015/6/2,0,0 ,0,0
672,2015/6/3,0,0 ,0,0
672,2015/6/4,0,0 ,0,0
672,2015/6/5,0,0 ,0,0
672,2015/6/6,0,0 ,0,0
672,2015/6/7,0,0 ,0,0
672,2015/6/8,0,0 ,0,0
672,2015/6/9,0,0 ,0,0
672,2015/6/10,0,0 ,0,0
672,2015/6/11,0,0 ,0,0
672,2015/6/12,0,0 ,0,0
672,2015/6/13,0,0 ,0,0
672,2015/6/14,0,0 ,0,0
672,2015/6/15,0,0 ,0,0
672,2015/6/16,0,0 ,0,0
672,2015/6/17,0,0 ,0,0
672,2015/6/18,0,0 ,0,0
672,2015/6/19,0,0 ,0,0
672,2015/6/20,0,0 ,0,0
672,2015/6/21,0,0 ,0,0
672,2015/6/22,0,0 ,0,0
672,2015/6/23,0,0 ,0,0
672,2015/6/24,0,0 ,0,0
672,2015/6/25,0,0 ,0,0
672,2015/6/26,0,0 ,0,0
672,2015/6/27,0,0 ,0,0
672,2015/6/28,0,0 ,0,0
672,2015/6/29,0,0 ,0,0
672,2015/6/30,0,0 ,0,0
672,2015/7/1,0,0 ,0,0
672,2015/7/2,0,0 ,0,0
672,2015/7/3,0,0 ,0,0
672,2015/7/4,0,0 ,0,0
672,2015/7/5,0,0 ,0,0
672,2015/7/6,0,0 ,0,0
672,2015/7/7,0,0 ,0,0
672,2015/7/8,0,0 ,0,0
672,2015/7/9,0,0 ,0,0
672,2015/7/10,0,0 ,0,0
672,2015/7/11,0,0 ,0,0
672,2015/7/12,0,0 ,0,0
672,2015/7/13,0,0 ,0,0
672,2015/7/14,0,0 ,0,0
672,2015/7/15,0,0 ,0,0
672,2015/7/16,0,0 ,0,0
672,2015/7/17,0,0 ,0,0
672,2015/7/18,0,0 ,0,0
672,2015/7/19,0,0 ,0,0
672,2015/7/20,0,0 ,0,0
672,2015/7/21,0,0 ,0,0
672,2015/7/22,0,0 ,0,0
672,2015/7/23,0,0 ,0,0
672,2015/7/24,0,0 ,0,0
672,2015/7/25,0,0 ,0,0
672,2015/7/27,0,0 ,0,0
672,2015/7/28,0,0 ,0,0
672,2015/7/29,0,0 ,0,0
672,2015/7/30,0,0 ,0,0
672,2015/7/31,0,0 ,0,0
672,2015/8/1,0,0 ,0,0
672,2015/8/2,0,0 ,0,0
672,2015/8/3,0,0 ,0,0
672,2015/8/4,0,0 ,0,0
672,2015/8/5,0,0 ,0,0
672,2015/8/6,0,0 ,0,0
672,2015/8/7,0,0 ,0,0
672,2015/8/8,0,0 ,0,0
672,2015/8/9,0,0 ,0,0
672,2015/8/10,0,0 ,0,0
672,2015/8/11,0,0 ,0,0
672,2015/8/12,0,0 ,0,0
672,2015/8/13,0,0 ,0,0
672,2015/8/14,0,0 ,0,0
672,2015/8/15,0,0 ,0,0
672,2015/8/16,0,0 ,0,0
672,2015/8/17,0,0 ,0,0
672,2015/8/18,0,0 ,0,0
672,2015/8/19,0,0 ,0,0
672,2015/8/20,0,0 ,0,0
672,2015/8/21,0,0 ,0,0
672,2015/8/22,0,0 ,0,0
672,2015/8/23,0,0 ,0,0
672,2015/8/24,0,0 ,0,0
672,2015/8/25,0,0 ,0,0
672,2015/8/26,0,0 ,0,0
672,2015/8/27,0,0 ,0,0
673,2015/6/1,2,45 ,0,0
673,2015/6/2,2,82 ,0,0
673,2015/6/3,0,0 ,0,0
673,2015/6/4,1,142 ,0,0
673,2015/6/5,1,5 ,0,0
673,2015/6/6,1,74 ,0,0
673,2015/6/7,0,0 ,0,0
673,2015/6/8,1,34 ,1,0
673,2015/6/9,0,0 ,0,0
673,2015/6/10,2,54 ,0,0
673,2015/6/11,1,10 ,0,0
673,2015/6/12,0,0 ,0,0
673,2015/6/13,2,163 ,1,0
673,2015/6/14,0,0 ,0,0
673,2015/6/15,0,0 ,0,0
673,2015/6/16,1,82 ,1,0
673,2015/6/17,0,0 ,0,0
673,2015/6/18,2,82 ,0,0
673,2015/6/19,1,17 ,0,0
673,2015/6/20,1,117 ,0,0
673,2015/6/21,1,101 ,1,0
673,2015/6/22,1,41 ,0,0
673,2015/6/23,0,0 ,0,0
673,2015/6/24,1,38 ,0,0
673,2015/6/25,0,0 ,0,0
673,2015/6/26,0,0 ,0,0
673,2015/6/27,0,0 ,0,0
673,2015/6/28,0,0 ,0,0
673,2015/6/29,0,0 ,0,0
673,2015/6/30,0,0 ,0,0
673,2015/7/1,0,0 ,0,0
673,2015/7/2,0,0 ,0,0
673,2015/7/3,0,0 ,0,0
673,2015/7/4,0,0 ,0,0
673,2015/7/5,0,0 ,0,0
673,2015/7/6,0,0 ,0,0
673,2015/7/7,0,0 ,0,0
673,2015/7/8,0,0 ,0,0
673,2015/7/9,0,0 ,0,0
673,2015/7/10,0,0 ,0,0
673,2015/7/11,0,0 ,0,0
673,2015/7/12,0,0 ,0,0
673,2015/7/13,0,0 ,0,0
673,2015/7/14,0,0 ,0,0
673,2015/7/15,0,0 ,0,0
673,2015/7/16,0,0 ,0,0
673,2015/7/17,0,0 ,0,0
673,2015/7/18,1,2 ,0,0
673,2015/7/19,0,0 ,0,0
673,2015/7/20,0,0 ,0,0
673,2015/7/21,0,0 ,0,0
673,2015/7/22,0,0 ,0,0
673,2015/7/23,0,0 ,0,0
673,2015/7/24,0,0 ,0,0
673,2015/7/25,0,0 ,0,0
673,2015/7/27,0,0 ,0,0
673,2015/7/28,2,32 ,0,0
673,2015/7/29,0,0 ,0,0
673,2015/7/30,0,0 ,0,0
673,2015/7/31,0,0 ,0,0
673,2015/8/1,0,0 ,0,0
673,2015/8/2,0,0 ,0,0
673,2015/8/3,0,0 ,0,0
673,2015/8/4,0,0 ,0,0
673,2015/8/5,0,0 ,0,0
673,2015/8/6,0,0 ,0,0
673,2015/8/7,0,0 ,0,0
673,2015/8/8,0,0 ,0,0
673,2015/8/9,0,0 ,0,0
673,2015/8/10,0,0 ,0,0
673,2015/8/11,0,0 ,0,0
673,2015/8/12,0,0 ,0,0
673,2015/8/13,0,0 ,0,0
673,2015/8/14,0,0 ,0,0
673,2015/8/15,0,0 ,0,0
673,2015/8/16,0,0 ,0,0
673,2015/8/17,0,0 ,0,0
673,2015/8/18,0,0 ,0,0
673,2015/8/19,0,0 ,0,0
673,2015/8/20,0,0 ,0,0
673,2015/8/21,0,0 ,0,0
673,2015/8/22,0,0 ,0,0
673,2015/8/23,0,0 ,0,0
673,2015/8/24,0,0 ,0,0
673,2015/8/25,0,0 ,0,0
673,2015/8/26,0,0 ,0,0
673,2015/8/27,0,0 ,0,0
674,2015/5/12,1,27 ,0,0
674,2015/5/13,2,144 ,1,0
674,2015/5/14,0,0 ,0,0
674,2015/5/15,0,0 ,0,0
674,2015/5/16,0,0 ,0,0
674,2015/5/17,0,0 ,0,0
674,2015/5/18,0,0 ,0,0
674,2015/5/19,0,0 ,0,0
674,2015/5/20,0,0 ,0,0
674,2015/5/21,0,0 ,0,0
674,2015/5/22,0,0 ,0,0
674,2015/5/23,0,0 ,0,0
674,2015/5/24,0,0 ,0,0
674,2015/5/25,0,0 ,0,0
674,2015/5/26,0,0 ,0,0
674,2015/5/27,0,0 ,0,0
674,2015/5/28,0,0 ,0,0
674,2015/5/29,0,0 ,0,0
674,2015/5/30,0,0 ,0,0
674,2015/5/31,0,0 ,0,0
674,2015/6/1,0,0 ,0,0
674,2015/6/2,0,0 ,0,0
674,2015/6/3,0,0 ,0,0
674,2015/6/4,0,0 ,0,0
674,2015/6/5,0,0 ,0,0
674,2015/6/6,0,0 ,0,0
674,2015/6/7,0,0 ,0,0
674,2015/6/8,1,13 ,0,0
674,2015/6/9,0,0 ,0,0
674,2015/6/10,0,0 ,0,0
674,2015/6/11,0,0 ,0,0
674,2015/6/12,0,0 ,0,0
674,2015/6/13,0,0 ,0,0
674,2015/6/14,0,0 ,0,0
674,2015/6/15,2,79 ,0,0
674,2015/6/16,1,3 ,0,0
674,2015/6/17,1,38 ,0,0
674,2015/6/18,0,0 ,0,0
674,2015/6/19,1,41 ,0,0
674,2015/6/20,0,0 ,0,0
674,2015/6/21,0,0 ,0,0
674,2015/6/22,0,0 ,0,0
674,2015/6/23,0,0 ,0,0
674,2015/6/24,0,0 ,0,0
674,2015/6/25,0,0 ,0,0
674,2015/6/26,0,0 ,0,0
674,2015/6/27,0,0 ,0,0
674,2015/6/28,1,2 ,0,0
674,2015/6/29,0,0 ,0,0
674,2015/6/30,0,0 ,0,0
674,2015/7/1,0,0 ,0,0
674,2015/7/2,0,0 ,0,0
674,2015/7/3,0,0 ,0,0
674,2015/7/4,0,0 ,0,0
674,2015/7/5,0,0 ,0,0
674,2015/7/6,0,0 ,0,0
674,2015/7/7,0,0 ,0,0
674,2015/7/8,0,0 ,0,0
674,2015/7/9,0,0 ,0,0
674,2015/7/10,0,0 ,0,0
674,2015/7/11,0,0 ,0,0
674,2015/7/12,0,0 ,0,0
674,2015/7/13,0,0 ,0,0
674,2015/7/14,0,0 ,0,0
674,2015/7/15,0,0 ,0,0
674,2015/7/16,0,0 ,0,0
674,2015/7/17,0,0 ,0,0
674,2015/7/18,0,0 ,0,0
674,2015/7/19,0,0 ,0,0
674,2015/7/20,0,0 ,0,0
674,2015/7/21,0,0 ,0,0
674,2015/7/22,0,0 ,0,0
674,2015/7/23,0,0 ,0,0
674,2015/7/24,0,0 ,0,0
674,2015/7/25,0,0 ,0,0
674,2015/7/27,0,0 ,0,0
674,2015/7/28,0,0 ,0,0
674,2015/7/29,0,0 ,0,0
674,2015/7/30,0,0 ,0,0
674,2015/7/31,0,0 ,0,0
674,2015/8/1,0,0 ,0,0
674,2015/8/2,0,0 ,0,0
674,2015/8/3,0,0 ,0,0
674,2015/8/4,0,0 ,0,0
674,2015/8/5,0,0 ,0,0
674,2015/8/6,0,0 ,0,0
674,2015/8/7,0,0 ,0,0
674,2015/8/8,0,0 ,0,0
674,2015/8/9,0,0 ,0,0
674,2015/8/10,0,0 ,0,0
674,2015/8/11,0,0 ,0,0
674,2015/8/12,0,0 ,0,0
674,2015/8/13,0,0 ,0,0
674,2015/8/14,0,0 ,0,0
674,2015/8/15,0,0 ,0,0
674,2015/8/16,0,0 ,0,0
674,2015/8/17,0,0 ,0,0
674,2015/8/18,0,0 ,0,0
674,2015/8/19,0,0 ,0,0
674,2015/8/20,0,0 ,0,0
674,2015/8/21,0,0 ,0,0
674,2015/8/22,0,0 ,0,0
674,2015/8/23,0,0 ,0,0
674,2015/8/24,0,0 ,0,0
674,2015/8/25,0,0 ,0,0
674,2015/8/26,0,0 ,0,0
674,2015/8/27,2,30 ,0,0
675,2014/11/11,1,30 ,0,0
675,2014/11/12,0,0 ,0,0
675,2014/11/13,0,0 ,0,0
675,2014/11/14,0,0 ,0,0
675,2014/11/15,0,0 ,0,0
676,2015/4/13,1,17 ,0,0
676,2015/4/14,0,0 ,0,0
676,2015/4/15,0,0 ,0,0
676,2015/4/16,0,0 ,0,0
676,2015/4/17,0,0 ,0,0
676,2015/4/18,0,0 ,0,0
676,2015/4/19,0,0 ,0,0
676,2015/4/20,0,0 ,0,0
676,2015/4/21,0,0 ,0,0
676,2015/4/22,0,0 ,0,0
676,2015/4/23,0,0 ,0,0
676,2015/4/24,0,0 ,0,0
676,2015/4/25,0,0 ,0,0
676,2015/4/26,0,0 ,0,0
676,2015/4/27,0,0 ,0,0
676,2015/4/28,0,0 ,0,0
676,2015/4/29,0,0 ,0,0
676,2015/4/30,0,0 ,0,0
676,2015/5/1,0,0 ,0,0
676,2015/5/2,0,0 ,0,0
676,2015/5/3,0,0 ,0,0
676,2015/5/4,0,0 ,0,0
676,2015/5/5,1,3 ,0,0
676,2015/5/6,0,0 ,0,0
676,2015/5/7,0,0 ,0,0
676,2015/5/8,0,0 ,0,0
676,2015/5/9,0,0 ,0,0
676,2015/5/10,0,0 ,0,0
676,2015/5/11,0,0 ,0,0
676,2015/5/12,0,0 ,0,0
676,2015/5/13,0,0 ,0,0
676,2015/5/14,0,0 ,0,0
676,2015/5/15,0,0 ,0,0
676,2015/5/16,0,0 ,0,0
676,2015/5/17,0,0 ,0,0
676,2015/5/18,0,0 ,0,0
676,2015/5/19,0,0 ,0,0
676,2015/5/20,0,0 ,0,0
676,2015/5/21,0,0 ,0,0
676,2015/5/22,0,0 ,0,0
676,2015/5/23,0,0 ,0,0
676,2015/5/24,0,0 ,0,0
676,2015/5/25,0,0 ,0,0
676,2015/5/26,0,0 ,0,0
676,2015/5/27,0,0 ,0,0
676,2015/5/28,0,0 ,0,0
676,2015/5/29,0,0 ,0,0
676,2015/5/30,0,0 ,0,0
676,2015/5/31,0,0 ,0,0
676,2015/6/1,0,0 ,0,0
676,2015/6/2,0,0 ,0,0
676,2015/6/3,0,0 ,0,0
676,2015/6/4,0,0 ,0,0
676,2015/6/5,0,0 ,0,0
676,2015/6/6,0,0 ,0,0
676,2015/6/7,0,0 ,0,0
676,2015/6/8,0,0 ,0,0
676,2015/6/9,0,0 ,0,0
676,2015/6/10,0,0 ,0,0
676,2015/6/11,0,0 ,0,0
676,2015/6/12,0,0 ,0,0
676,2015/6/13,0,0 ,0,0
676,2015/6/14,0,0 ,0,0
676,2015/6/15,0,0 ,0,0
676,2015/6/16,0,0 ,0,0
676,2015/6/17,0,0 ,0,0
676,2015/6/18,0,0 ,0,0
676,2015/6/19,0,0 ,0,0
676,2015/6/20,0,0 ,0,0
676,2015/6/21,0,0 ,0,0
676,2015/6/22,0,0 ,0,0
676,2015/6/23,0,0 ,0,0
676,2015/6/24,0,0 ,0,0
676,2015/6/25,0,0 ,0,0
676,2015/6/26,0,0 ,0,0
676,2015/6/27,0,0 ,0,0
676,2015/6/28,0,0 ,0,0
676,2015/6/29,0,0 ,0,0
676,2015/6/30,0,0 ,0,0
676,2015/7/1,0,0 ,0,0
676,2015/7/2,0,0 ,0,0
676,2015/7/3,0,0 ,0,0
676,2015/7/4,0,0 ,0,0
676,2015/7/5,0,0 ,0,0
676,2015/7/6,0,0 ,0,0
676,2015/7/7,0,0 ,0,0
676,2015/7/8,0,0 ,0,0
676,2015/7/9,0,0 ,0,0
676,2015/7/10,0,0 ,0,0
676,2015/7/11,0,0 ,0,0
676,2015/7/12,0,0 ,0,0
676,2015/7/13,0,0 ,0,0
676,2015/7/14,0,0 ,0,0
676,2015/7/15,0,0 ,0,0
676,2015/7/16,0,0 ,0,0
676,2015/7/17,0,0 ,0,0
676,2015/7/18,0,0 ,0,0
676,2015/7/19,0,0 ,0,0
676,2015/7/20,0,0 ,0,0
676,2015/7/21,0,0 ,0,0
676,2015/7/22,0,0 ,0,0
676,2015/7/23,0,0 ,0,0
676,2015/7/24,0,0 ,0,0
676,2015/7/25,0,0 ,0,0
676,2015/7/27,0,0 ,0,0
676,2015/7/28,0,0 ,0,0
676,2015/7/29,0,0 ,0,0
676,2015/7/30,0,0 ,0,0
676,2015/7/31,0,0 ,0,0
676,2015/8/1,0,0 ,0,0
676,2015/8/2,0,0 ,0,0
676,2015/8/3,0,0 ,0,0
676,2015/8/4,0,0 ,0,0
